date,predicted_mosquito_density
2024-09-05,0.6180525166769656
2024-09-06,1.0663848402177625
2024-09-07,0.7200468029163314
2024-09-08,0.4683682762931053
2024-09-09,0.5559545367578124
2024-09-10,0.6160910907516477
2024-09-11,0.662121025309928
2024-09-12,1.1284482752610745
2024-09-13,0.7983707637196208
2024-09-14,0.17709740276140643
2024-09-15,0.14765404270996135
2024-09-16,0.19370902681999316
2024-09-17,0.36954021309193597
2024-09-18,0.5056735205977685
2024-09-19,0.9907995787822272
2024-09-20,1.2409518257937977
2024-09-21,0.6155535979205222
2024-09-22,0.829977864545599
2024-09-23,0.6298285210528688
2024-09-24,0.9801949325798209
2024-09-25,0.9692414788671743
2024-09-26,1.2496938003596791
2024-09-27,1.0318042043680127
2024-09-28,0.713459620448092
2024-09-29,0.7638268673962161
2024-09-30,0.807228002227109
2024-10-01,0.9418684749777487
2024-10-02,0.6669454934687155
2024-10-03,0.79875198851768
2024-10-04,0.79875198851768
2024-10-05,0.7249108829595002
2024-10-06,0.7377308123543951
2024-10-07,1.0533907244645917
2024-10-08,0.7446232757519472
2024-10-09,0.6597710279108974
2024-10-10,0.7388736708873508
2024-10-11,0.7117469717444076
2024-10-12,0.5483143510038224
2024-10-13,0.5529914549931159
2024-10-14,0.5502746415086174
2024-10-15,0.4107157192880009
2024-10-16,0.3991521316464793
2024-10-17,0.3641926753713001
2024-10-18,0.39569575991032746
2024-10-19,0.3107288645997839
